Year;Code;1.a.2 health-expenditure-government-expenditure;2.3.1 agriculture-value-added-per-worker-wdi;3.8.1 healthcare-access-and-quality-index;4.3.1 gross-enrollment-ratio-in-tertiary-education;5.5.1 seats-held-by-women-in-national-parliament;6.4.1 water-productivity;7.2.1 renewables-share-final-energy;7.3.1 energy-intensity-of-economie;8.1.1 gdp-per-capita-worldbank;9.2.2 industry-share-of-total-emplyoment;9.4.1 cco2-intensity;9.5.2 researchers-in-rd-per-million-people;11.6.2 PM25-air-pollution;12.2.2 domestic-material-consumption-per-capita;12.5.1 municipal-waste-recycled;13.2.1 co-emissions-per-capita;15.1.1 forest-area-as-share-of-land-area;16.1.1 intentional-homicides-per-100000-people
2017;MLI;;1312.4560115535;;;8.84353741496599;2.73488800536071;;;2246.79742084484;14.683;;;38.5266061638458;5.78956;;0.16860739;10.896663634352027;
2018;MLI;;;;;8.84353741496599;;;;2283.70241285673;;;;;;;0.171573331;10.896663634352027;
2019;MLI;;;;;9.52380952380952;;;;2321.91717305646;;;;;;;0.172673314;10.896663634352027;
2020;MLI;;;;;27.891156462585;;;;2216.77326231685;;;;;;;;10.896663634352027;
2000;MLT;11.79440488;;78.9;21.2697906494141;9.23076923076923;;0.0;0.7972037104876638;27482.869065828;32.972;0.270142212;;16.5349455967171;17.10483;;6.460715736;1.09375;1.0161336622
2001;MLT;11.58794422;;;25.3111896514893;9.23076923076923;;0.0;0.9428883467438712;26956.7920092951;31.014;0.318929313;;;17.77092;;6.730229798;1.09375;1.5139128592
2002;MLT;13.11315705;;;25.4701805114746;9.23076923076923;211.973044851619;0.0873081511603294;0.8549809392370042;27442.9510776725;31.909;0.312180072;695.388977050781;;17.99112;;6.785666667;1.09375;1.5048154093
2003;MLT;12.26238571;;;32.2146186828613;7.69230769230769;;0.098418947234745;0.9613992409946804;28373.7573337025;29.907;0.337602948;702.5224609375;;18.43086;;7.429628429;1.09375;0.0
2004;MLT;13.38045429;;;28.7957496643066;9.23076923076923;;0.119495425553528;0.970465378862932;28223.3625538651;29.664;0.33934152;1104.39575195313;;18.97596;;7.063054591;1.09375;1.7377488705
2005;MLT;14.19370511;;81.4;34.7978286743164;9.23076923076923;;0.181221953745254;0.9943630129790992;28992.9245490961;29.849;0.303635522;1206.26354980469;16.1044780535011;20.00762;;6.553718519;1.09375;0.9884866023
2006;MLT;14.28397948;;;32.7653312683105;9.23076923076923;;0.213177333796044;0.9201259627597784;29612.6017959763;28.527;0.295583857;1302.85180664063;;20.43409;;6.566364532;1.09375;0.0
2007;MLT;13.30915837;;;36.206958770752;9.23076923076923;226.640714269806;0.26527696010801;0.9288979767678232;30918.4982683604;26.489;0.287975615;1220.61352539063;;19.99185;;6.705203431;1.09375;0.98074310905
2008;MLT;12.11137513;;;35.3828887939453;8.69565217391304;;0.250047582240933;0.8527031954462635;31893.3586848943;25.482;0.287938691;1331.22705078125;;21.21897;;6.716704156;1.09375;1.4652265118
2009;MLT;12.54001033;;;39.3417701721191;8.69565217391304;;0.263477405687031;0.8162893949428797;31294.902312803;24.905;0.248607713;1206.4228515625;;17.10749;;6.147009709;1.09375;0.97191411195
2010;MLT;12.70990619;58019.4351773516;82.9;41.7726402282715;8.69565217391304;;1.38720713429593;0.8386301115809637;32867.9400344911;25.174;0.250597785;1443.95043945313;16.4493998953997;17.34392;;6.23613285;1.09375;0.96558416635
2011;MLT;15.77902276;;;44.3479614257813;8.69565217391304;;2.02662069286477;0.8227263623030828;32881.833840119;24.58;0.257756972;1804.02099609375;16.6443039756523;16.66363;;6.167636364;1.09375;0.71818442976
2012;MLT;15.63718885;;;45.5335807800293;8.69565217391304;235.709364804108;2.59507185504859;0.8611100805203328;33929.3399168818;22.099;0.272716726;2018.78747558594;15.3971609505622;16.05938;;6.545201422;1.09375;2.8448895116
2013;MLT;15.63718885;;;45.6804504394531;14.2857142857143;;2.58053294700436;0.7320811082848737;35287.4650790984;21.68;0.236403998;2056.40356445313;15.2819442224028;16.67455;;5.722631455;1.09375;1.6426372306
2014;MLT;15.63718885;;;45.0824089050293;14.2857142857143;;3.93010086256695;0.6514246919169978;37230.2783945938;21.383;0.227190536;2132.99243164063;14.4354035652968;16.0735;;5.679990698;1.09375;1.39473256
2015;MLT;;;85.1;;12.8571428571429;;5.35500474641897;0.5023487615104488;39845.1145672313;22.356;0.150445043;;14.7224625413325;15.88627;;3.99837788;1.09375;0.92259646323
2016;MLT;;;;;12.8571428571429;;;;40536.7181783198;21.359;0.115453422;;13.8113944414722;15.69385;;3.209834862;1.1625;1.1465286552
2017;MLT;;;;;11.9402985074627;307.824001261331;;;42644.0508459903;20.873;;;13.9095433663149;15.51278;;3.545657534;1.23125;2.0550995011
2018;MLT;;;;;11.9402985074627;;;;43313.4770253615;;;;;;;3.488794989;1.3;1.5936073579
2019;MLT;;;;;14.9253731343284;;;;43950.5880527847;;;;;;;3.531309091;1.36875;
2020;MLT;;;;;13.4328358208955;;;;39222.1433509207;;;;;;;;1.4375;
2000;MHL;21.14542673;;43.2;;3.03030303030303;;19.5714269527391;1.887376182851722;3336.09316031374;;;;13.043411924331;0.42842;;1.939764706;52.22222222222223;
2001;MHL;18.85996531;;;;3.03030303030303;;19.0752901703022;1.858506361023044;3518.27438884303;;;;;0.80423;;2.011607843;52.22222222222223;
2002;MHL;17.33077757;;;16.2761402130127;3.03030303030303;;18.6251648327088;1.9785848925635807;3583.20861145867;;;;;1.30229;;2.113846154;52.22222222222223;
2003;MHL;18.2306422;;;;3.03030303030303;;18.5620706361036;1.9141475686532492;3452.97579058704;;;;;2.30252;;2.004830189;52.22222222222223;
2004;MHL;18.13680561;;;;3.03030303030303;;18.3979905889898;2.0137507389699247;3421.06383657102;;;;;1.68789;;2.171259259;52.22222222222223;
2005;MHL;18.93271028;;44.3;;3.03030303030303;;18.3765780886434;1.942759163479332;3452.08548636008;;;;12.9269199312761;1.96179;;2.065163636;52.22222222222223;
2006;MHL;25.06122449;;;;3.03030303030303;;16.9624978895497;2.015974069632132;3408.63653321014;;;;;2.18749;;2.159142857;52.22222222222223;
2007;MHL;23.98909091;;;;3.03030303030303;;15.2124937734909;2.0729165347314877;3501.10727813524;;;;;2.89162;;2.224571429;52.22222222222223;
2008;MHL;24.48252427;;;;3.03030303030303;;14.7753629413281;2.117464852837383;3277.7352217225;;;;;2.87585;;2.29;52.22222222222223;
2009;MHL;23.20380952;;;;3.03030303030303;;13.9629980551538;2.228874734136375;3376.76475988011;;;;;2.65467;;2.355428571;52.22222222222223;
2010;MHL;22.70480769;;46.8;;3.03030303030303;;13.3087607135524;2.1980608734304363;3595.17477608312;;;;12.9467083617585;2.72303;;2.420857143;52.22222222222223;
2011;MHL;22.86111111;;;;3.03030303030303;;12.0598312347217;2.194708694729929;3562.85716200903;;;;12.9321705662685;2.11106;;2.442666667;52.22222222222223;
2012;MHL;24.36952381;;;42.8617515563965;3.03030303030303;;12.012820300262;2.0978431930005508;3469.54232342984;;;;12.1235335768639;1.78308;;2.378385965;52.22222222222223;
2013;MHL;24.00867691;;;;3.03030303030303;;12.0679921619599;2.08681739411748;3594.93877564459;;;;11.8743885912056;1.85888;;2.442666667;52.22222222222223;
2014;MHL;23.76062488;;;;3.03030303030303;;12.0189983316877;2.0699407897731628;3545.20737254596;;;;11.0702201813227;1.75736;;2.506947368;52.22222222222223;
2015;MHL;;;49.8;;9.09090909090909;;11.1644846525257;3.1519087492968154;3586.05642087459;;;;10.8376684557803;1.83499;;2.506947368;52.22222222222223;
2016;MHL;;;;;9.09090909090909;;;;3605.47768872129;;;;10.1520019917668;1.91322;;2.463724138;52.22222222222223;
2017;MHL;;;;;9.09090909090909;;;;3706.25315797355;;;;10.2413322193799;1.99164;;2.526896552;52.22222222222223;
2018;MHL;;;;;9.09090909090909;;;;3806.68972448112;;;;;;;2.639051724;52.22222222222223;
2019;MHL;;;;;6.06060606060606;;;;4029.08632919678;;;;;;;2.763966102;52.22222222222223;
2020;MHL;;;;;6.06060606060606;;;;;;;;;;;;52.22222222222223;
2000;MRT;10.79534536;1156.53678132838;42.9;;3.79746835443038;;44.4105076016467;1.0700034751278564;4361.21351253339;7.983;0.228979054;;48.8602511574;5.47837;;0.423519392;0.4090812069467352;
2001;MRT;6.20342087;1138.28222497748;;3.38338994979858;;;44.1799691288444;1.0887660470128242;4210.77835557633;8.057;0.235773514;;;4.42743;;0.433930422;0.403803240516154;
2002;MRT;8.7603756;1074.08487182432;;2.97467994689941;;2.64986739492639;42.1337546317234;1.1425806738246025;4152.63783031275;7.956;0.230887727;;;4.71835;;0.449756659;0.3985252740855729;
2003;MRT;5.61375386;1090.56738749028;;3.16189002990723;3.7037037037037;;40.1650877612288;1.115144797344766;4317.48620612867;7.883;0.207401918;;;4.84352;;0.451427371;0.3932473076549917;
2004;MRT;8.00447355;1032.62466447434;;3.19304990768433;3.7037037037037;;38.5900996448333;1.1116518259105828;4395.52347900034;8.713;0.212106135;;;5.08784;;0.471246002;0.3879693412244106;
2005;MRT;7.09420499;1092.61482407296;46.9;2.92648005485535;;;38.7683645779493;1.0559922329733913;4638.00598024501;9.007;0.191122214;;41.8726023141864;4.64612;;0.474962963;0.3826913747938294;
2006;MRT;5.91202335;1060.0458713263;;3.30367994308472;17.8947368421053;;39.120739809667;0.8922653866364078;5333.61153635899;9.037;0.167996308;;;9.03082;;0.456822622;0.3774134083632482;
2007;MRT;6.48940833;1127.29805713299;;3.74851989746094;22.1052631578947;4.0780283735965;35.6292117741199;0.9466201431500838;5080.64586900461;9.115;0.194071223;;;6.66208;;0.511335623;0.3721354419326671;
2008;MRT;5.29287272;1184.23320272985;;3.83396005630493;22.1052631578947;;35.795359376554;0.9920572341741468;4919.84042176481;8.833;0.215392626;;;9.11016;;0.538038835;0.366857475502086;
2009;MRT;7.5854886;1173.48197146687;;3.90846991539001;22.1052631578947;;33.4255791150077;1.0793450720377642;4783.63713510308;9.152;0.246062423;;;6.51473;;0.577730622;0.3615795090715048;
2010;MRT;6.76698594;1202.71870989233;49.6;4.43413019180298;22.1052631578947;;33.998815697514;1.036450756461217;4767.37736625119;9.201;0.214002572;;39.6374133803318;10.17709;;0.561030338;0.3563015426409237;
2011;MRT;5.68634196;1141.07762714885;;4.8095498085022;22.1052631578947;;33.2826016177256;1.045410800075035;4822.16903965835;9.036;0.207165619;;40.0431449678531;9.84081;;0.58640289;0.3510235762103425;
2012;MRT;4.58019427;1204.16258377892;;5.20095014572144;22.1052631578947;4.54374300415552;31.842576481478;1.060540015607084;4891.05738329133;9.737;0.224151648;;42.3435116948771;7.02584;;0.628622606;0.3457456097797614;
2013;MRT;6.01028983;1154.79612125476;;5.46515989303589;;;34.1961651868964;1.0047018214302477;4946.03479961312;9.614;0.20275508;;40.2157915543989;7.19301;;0.53563322;0.3404676433491801;
2014;MRT;6.01028983;1149.00386806463;;;25.1700680272109;;32.0193358240546;0.9730922390815768;5008.68825554443;9.647;0.211648947;;43.1107840801081;7.29585;;0.635677436;0.335189676918599;
2015;MRT;;1175.35947463416;52.0;5.62172985076904;25.1700680272109;;32.1595724693392;0.9961253479229938;5127.43228246614;9.558;0.241552138;;49.4982559159922;7.31312;;0.713601582;0.3299117104880179;
2016;MRT;;1170.18650377382;;;25.1700680272109;;;;5045.89672406524;9.488;0.227195109;;46.6675877179291;7.36122;;0.663462056;0.3246259823420976;
2017;MRT;;1176.15530349143;;;25.1700680272109;5.44965880571723;;;5077.18598735595;9.5;;;47.4229917763898;7.41208;;0.872584637;0.3193402541961774;
2018;MRT;;;;;20.2614379084967;;;;5042.43119844404;;;;;;;0.89366432;0.3140545260502571;
2019;MRT;;;;;20.2614379084967;;;;5197.0722508281;;;;;;;0.904154662;0.3087687979043368;
2020;MRT;;;;;20.2614379084967;;;;4983.2206333331;;;;;;;;0.3034830697584166;
